name,img,instagram,labels
SHERMANOLOGY,https://www.beatstats.com/images/artist/large/120666.jpg?version=27711,https://www.instagram.com/shermanology,"[""D'EAUPE"", 'THREE SIX ZERO', 'DEFECTED', 'DFTD', 'GET PHYSICAL MUSIC', 'CATCH & RELEASE']"
MAKJ,https://www.beatstats.com/images/artist/large/297494.jpg?version=2989,https://www.instagram.com/makj,"['CONFESSION RECORDS', 'MUSICAL FREEDOM', 'CONFESSION', 'STEREOHYPE']"
DYRO,https://www.beatstats.com/images/artist/large/185553.jpg?version=37833,https://www.instagram.com/dyro,['DIM MAK RECORDS']
SERGE DEVANT,https://www.beatstats.com/images/artist/large/3777.jpg?version=22379,https://www.instagram.com/serge_devant,['CROSSTOWN REBELS']
DIMENSION,https://www.beatstats.com/images/artist/large/388388.jpg?version=34007,https://www.instagram.com/dimension,"['DIMENSION', 'METHOD 808', 'ARMADA MUSIC', 'EMI']"
TECHNASIA,https://www.beatstats.com/images/artist/large/5639.jpg?version=34148,https://www.instagram.com/technasia,"['HUMANS ALIKE', 'TOOLROOM TRAX']"
CASSIAN,https://www.beatstats.com/images/artist/large/110420.jpg?version=62108,https://www.instagram.com/cassian,"['AFTERLIFE RECORDS', 'EXPERTS ONLY', 'ROSE AVENUE', 'CERCLE RECORDS', 'ROSE AVENUE/REPRISE']"
JL,https://www.beatstats.com/images/artist/large/31602.jpg?version=23555,https://www.instagram.com/jl,"['MILANONIGHTS', 'SAMUI RECORDINGS']"
MOUSSE T.,https://www.beatstats.com/images/artist/large/9913.jpg?version=1873,https://www.instagram.com/mousse_t.,"['PEPPERMINT JAM RECORDS', 'HEAD TO TOE', 'FULLTIME PRODUCTION', 'GLITTERBOX RECORDINGS', 'DEFECTED']"
ADAM TEN,https://www.beatstats.com/images/artist/large/786170.jpg?version=57980,https://www.instagram.com/adam_ten,"['HIGHER GROUND', 'REALM RECORDS', 'LIFE AND DEATH', 'ROSE AVENUE/REPRISE', 'CROSSTOWN REBELS', 'DISCOTEXAS', 'THE MOMENT', 'THE GARDENS OF BABYLON', 'ABRACADABRA MUSIC', 'DFTD', 'INSOMNIAC RECORDS', 'MACCABI HOUSE', 'HELIX RECORDS', 'RITUAL']"
MERK & KREMONT,https://www.beatstats.com/images/artist/large/185454.jpg?version=50203,https://www.instagram.com/merk_&_kremont,"['CR2 RECORDS', 'FUTURE HOUSE MUSIC']"
JUSTIN MARTIN,https://www.beatstats.com/images/artist/large/1562.jpg?version=26681,https://www.instagram.com/justin_martin,['WHAT TO DO RECORDS']
SUPERLOVER,https://www.beatstats.com/images/artist/large/201570.jpg?version=33788,https://www.instagram.com/superlover,['MOTHER RECORDINGS']
ARMAND VAN HELDEN,https://www.beatstats.com/images/artist/large/270.jpg?version=1690,https://www.instagram.com/armand_van_helden,"['ED BANGER RECORDS / BECA....', 'SOUTHERN FRIED RECORDS', 'TOOLROOM', 'X-MIX PRODUCTIONS', 'D4 D4NCE', 'KOOKOO RECORDS', 'MALLIGATOR PRODUCTIONS /....', 'ARMADA SUBJEKT', 'UMC (UNIVERSAL MUSIC CAT....', 'WARNER RECORDS', 'MOVELTRAXX', 'HENRY STREET MUSIC']"
VEERUS,https://www.beatstats.com/images/artist/large/33091.jpg?version=25273,https://www.instagram.com/veerus,"['LE CLUB RECORDS', 'DRUMCODE']"
AVICII,https://www.beatstats.com/images/artist/large/86436.jpg?version=47981,https://www.instagram.com/avicii,"['UNIVERSAL MUSIC AB', 'PINKSTAR RECORDS']"
FOUR TET,https://www.beatstats.com/images/artist/large/15489.jpg?version=56788,https://www.instagram.com/four_tet,"['TEXT RECORDS', 'ATLANTIC RECORDS UK', 'PRETTY WEIRD', 'DISORDER', 'ATLANTIC MMR', 'TSZR', ""BUZZIN' FLY RECORDS, UND...."", 'NINJA TUNE', 'BLACK BOOK RECORDS/ASTRA....']"
AATIG,https://www.beatstats.com/images/artist/large/1085148.jpg?version=15597,https://www.instagram.com/aatig,"['CATCH & RELEASE', 'BLACK BOOK RECORDS']"
TONY ROMERA,https://www.beatstats.com/images/artist/large/111685.jpg?version=18640,https://www.instagram.com/tony_romera,"['TOOLROOM', 'ALLEANZA', 'ISSUES', 'TOMORROWLAND MUSIC', 'BLACK BOOK RECORDS', 'COCO.', 'CLUB SWEAT', 'SWEAT IT OUT']"
ROBIN SCHULZ,https://www.beatstats.com/images/artist/large/227658.jpg?version=44800,https://www.instagram.com/robin_schulz,"['WARNER MUSIC CENTRAL EUR....', 'MENTALO MUSIC', 'ATLANTIC RECORDS', 'OWSLA/ATLANTIC']"
PHIBES,https://www.beatstats.com/images/artist/large/310621.jpg?version=37429,https://www.instagram.com/phibes,"['RELENTLESS RECORDS', 'PURE FILTH RECORDS', 'BORN ON ROAD', 'PHAT PLANET', 'DNB ALLSTARS', 'INVICTA AUDIO']"
FLOWDAN,https://www.beatstats.com/images/artist/large/188703.jpg?version=56651,https://www.instagram.com/flowdan,"['OWSLA/ATLANTIC', 'EMI', 'POSITIVA / EMI', 'CATCH & RELEASE', 'POSITIVA', 'CREATE MUSIC GROUP', 'UKF', 'INVICTA AUDIO', 'DISTORTED YOUTH', 'DRUMCODE', '1985 MUSIC', 'ATLANTIC RECORDS UK', 'LAYER RECORDS', 'DEADBEATS', 'EASIER SAID', 'ROOM TWO RECORDINGS', 'GOOD LUCK HAVE FUN RECOR....', 'NOT YOURS, DISTRIBUTED B....', 'CIRCUS', 'FABRIC RECORDS (UK)', 'RAVE & ROMANCE', 'ROSKA KICKS & SNARES']"
REDONDO,https://www.beatstats.com/images/artist/large/125889.jpg?version=11676,https://www.instagram.com/redondo,['FUTURE HOUSE MUSIC']
STEVE AOKI,https://www.beatstats.com/images/artist/large/104181.jpg?version=13970,https://www.instagram.com/steve_aoki,"['DIM MAK RECORDS', 'WARNER MUSIC CENTRAL EUR....', 'HOUSE OF HOUSE RECORDS', 'PARLOPHONE UK', 'WALL RECORDINGS', '88RISING', 'GLOBAL RECORDS', ""SPINNIN' RECORDS"", 'SINPHONY', 'MONSTERCAT', 'KID CUDI/UNIVERSAL RECOR....', 'RIOT GAMES', 'COLUMBIA (SONY)', 'DEJA VU RECORDS', 'DIM MAK EN FUEGO']"
LOOFY,https://www.beatstats.com/images/artist/large/1112290.jpg?version=44761,https://www.instagram.com/loofy,['NERVOUS RECORDS']
BORGEOUS,https://www.beatstats.com/images/artist/large/352266.jpg?version=158,https://www.instagram.com/borgeous,"[""SPINNIN' RECORDS"", 'DOORN RECORDS', 'GEOUSUS RECORDS', 'DIM MAK RECORDS', 'MUSICAL FREEDOM', 'WARNER BROS.', 'ARMADA MUSIC']"
SILVER PANDA,https://www.beatstats.com/images/artist/large/1022241.jpg?version=53410,https://www.instagram.com/silver_panda,"['EXPERTS ONLY', 'PANDA LAB RECORDS', 'ELEVATION MUSIC RECORDS', 'ERRORR']"
INNELLEA,https://www.beatstats.com/images/artist/large/525644.jpg?version=59856,https://www.instagram.com/innellea,"['DISTORTED YOUTH', 'AFTERLIFE RECORDS', '[PIAS] ÉLECTRONIQUE', 'VINTAGE CULTURE', 'THE MOMENT']"
CRIMINAL VIBES,https://www.beatstats.com/images/artist/large/57525.jpg?version=17120,https://www.instagram.com/criminal_vibes,['LOUDBIT']
NARI,https://www.beatstats.com/images/artist/large/22199.jpg?version=10446,https://www.instagram.com/nari,"['ACETONE', 'TIKTONE', 'PORNOSTAR RECORDS']"
THROTTLE,https://www.beatstats.com/images/artist/large/254381.jpg?version=26087,https://www.instagram.com/throttle,"[""SPINNIN' RECORDS"", 'ULTRA', 'UNIVERSAL MUSIC DIVISION....', 'HELDEEP RECORDS', 'ARMADA MUSIC', 'ICONS', 'PRMD', 'BIG BEAT RECORDS', 'MONSTERCAT']"
JOYHAUSER,https://www.beatstats.com/images/artist/large/376479.jpg?version=36526,https://www.instagram.com/joyhauser,"['ARCANE MUSIC', 'TERMINAL M', 'WE ARE THE BRAVE', 'FILTH ON ACID', 'MEMORO', 'NATURA VIVA BLACK']"
SUPER FLU,https://www.beatstats.com/images/artist/large/17319.jpg?version=62519,https://www.instagram.com/super_flu,"['NERVOUS RECORDS', 'LAST NIGHT ON EARTH', 'DIDSCHN', 'MONABERRY', 'RITTER BUTZKE RECORDS', 'MUNA MUSIK', 'IAMHER', 'TRUECOLORS']"
SIDEPIECE,https://www.beatstats.com/images/artist/large/805068.jpg?version=41422,https://www.instagram.com/sidepiece,"['HIGHER GROUND', 'TOOLROOM', 'BIG BEAT RECORDS', 'BIG BEAT/GOLDEN STATE EN....', 'FFRR']"
MADDIX,https://www.beatstats.com/images/artist/large/379699.jpg?version=33908,https://www.instagram.com/maddix,"['EXTATIC RECORDS', 'REVEALED RECORDINGS', 'AXTONE RECORDS', 'MAGIK MUZIK', 'SMASH THE HOUSE OFFICIAL', 'ARMIND (ARMADA)', 'HILOMATIK', ""SPINNIN' RECORDS"", 'NITRON MUSIC', '1605', 'ARMADA MUSIC', 'A STATE OF TRANCE']"
ZEDD,https://www.beatstats.com/images/artist/large/126776.jpg?version=10719,https://www.instagram.com/zedd,['STMPD RCRDS']
MIND AGAINST,https://www.beatstats.com/images/artist/large/181348.jpg?version=43747,https://www.instagram.com/mind_against,"['LIFE AND DEATH', 'HABITAT RECORDS', 'AFTERLIFE RECORDS', 'THE MOMENT', 'WHEN STARS ALIGN / THE N....', 'FABRIC RECORDS']"
ELDERBROOK,https://www.beatstats.com/images/artist/large/436461.jpg?version=12207,https://www.instagram.com/elderbrook,"['DEFECTED', 'MINE RECORDINGS', 'EXPERTS ONLY', 'NINJA TUNE', 'THIS NEVER HAPPENED']"
LEANDRO DA SILVA,https://www.beatstats.com/images/artist/large/328748.jpg?version=36651,https://www.instagram.com/leandro_da_silva,"['BLACK LIZARD RECORDS', 'LEONIDAS RECORDS', 'FUTURE RAVE MUSIC', 'PROTOCOL RECORDINGS', 'MAGNIFICO', 'SMASH DEEP', 'HOUSE OF HOUSE RECORDS', 'REVEN BEATS']"
NICK CURLY,https://www.beatstats.com/images/artist/large/9808.jpg?version=41407,https://www.instagram.com/nick_curly,"['8BIT', 'CECILLE', 'MOOD CHILD', 'FULL CIRCLE', 'LTF RECORDS', 'DEFECTED', 'SYSTEMATIC RECORDINGS', 'BECAUSE MUSIC', 'ADESSO MUSIC', 'RADIANT.', 'CROSSTOWN REBELS', 'VARIETY MUSIC', 'DEEPALMA']"
TOM STAAR,https://www.beatstats.com/images/artist/large/115932.jpg?version=41456,https://www.instagram.com/tom_staar,"['KRYTERIA RECORDS', 'AXTONE RECORDS', 'ARMADA MUSIC', 'CARTEL MUSIC', ""SPINNIN' RECORDS"", 'SPRS', 'SIZE RECORDS', 'ULTRA', 'DELECTA RECORDS', 'MUSICAL FREEDOM', 'TOOLROOM', 'ARMIND (ARMADA)', 'KANGAROOLI TRACKS/RCA RE....', 'D:VISION', 'YELLOW PRODUCTIONS', 'WALL RECORDINGS', 'STAAR TRAXX', ""SPINNIN' REMIXES"", 'SMASH THE HOUSE', 'PARLOPHONE FRANCE', 'FLASHOVER RECORDINGS', 'KAISEN RECORDS', 'MAU5TRAP', 'A STATE OF TRANCE', 'BUCE RECORDS', 'ARMADA TRICE', 'FFRR', 'PARLOPHONE (FRANCE)', 'EARSTORM/BIG BEAT RECORD....', 'ANJUNABEATS', 'MIXMASH RECORDS', 'KINDERGARTEN RECORDINGS', 'SONO MUSIC', 'DOORN RECORDS', 'ADESSO MUSIC', 'UNIVERSAL MUSIC']"
THE YELLOWHEADS,https://www.beatstats.com/images/artist/large/314569.jpg?version=34931,https://www.instagram.com/the_yellowheads,"['REPLICATE RECORDS', 'VANDIT ALTERNATIVE', 'RELOAD BLACK LABEL', 'RELOAD RECORDS', 'REPLICATE BLACK']"
HOUSE OF PRAYERS,https://www.beatstats.com/images/artist/large/472128.jpg?version=58938,https://www.instagram.com/house_of_prayers,"['PORNOSTAR RECORDS', 'ISLAND DISCO DIGITAL']"
CIREZ D,https://www.beatstats.com/images/artist/large/10650.jpg?version=30811,https://www.instagram.com/cirez_d,"['TURBO RECORDINGS', 'MOUSEVILLE']"
STYLO,https://www.beatstats.com/images/artist/large/44981.jpg?version=18969,https://www.instagram.com/stylo,"['ONE SEVEN MUSIC', 'SPACE MOTION RECORDS', 'AFTERLIFE RECORDS', 'HURRY UP SLOWLY', 'ARMADA MUSIC']"
ALEX WANN,https://www.beatstats.com/images/artist/large/1145687.jpg?version=63201,https://www.instagram.com/alex_wann,"['K&S RECORDS', 'POSITIVA', 'ONE PEOPLE', 'ASTRALWERKS', 'CERCLE RECORDS', 'HIDDEN HANDS', 'BLACK BOOK RECORDS', 'THE MOMENT', 'DEFECTED']"
A*S*Y*S,https://www.beatstats.com/images/artist/large/339996.jpg?version=6996,https://www.instagram.com/a*s*y*s,"['CHROME RED', 'KURAI RECORDS', 'MAINGROUND MUSIC', 'FE CHROME', 'HEX RECORDINGS', 'REVEALED RECORDINGS']"
CLEMENTINE DOUGLAS,https://www.beatstats.com/images/artist/large/364169.jpg?version=58938,https://www.instagram.com/clementine_douglas,"['WARNER RECORDS', 'DEFECTED', 'SOLOTOKO', 'THREE SIX ZERO RECORDING....', 'EMI', 'CLUB BLASé / EMI', 'FFRR', 'STRESS RECORDS', 'COLUMBIA/B1 RECORDINGS']"
KLANGKUENSTLER,https://www.beatstats.com/images/artist/large/188767.jpg?version=56483,https://www.instagram.com/klangkuenstler,['OUTWORLD']
BUTCH,https://www.beatstats.com/images/artist/large/31078.jpg?version=33073,https://www.instagram.com/butch,"['DEFECTED', 'INNERVISIONS', 'REBIRTH']"
RIVO,https://www.beatstats.com/images/artist/large/71838.jpg?version=15857,https://www.instagram.com/rivo,"['UMC (UNIVERSAL MUSIC CAT....', 'X RECORDINGS', 'ARMADA MUSIC', 'DISORDER']"
DUKE DUMONT,https://www.beatstats.com/images/artist/large/24808.jpg?version=18505,https://www.instagram.com/duke_dumont,"['COLUMBIA LOCAL', 'CLUB BLASé / EMI', 'EMI', 'VIRGIN EMI', 'TH3RD BRAIN']"
FRANCIS MERCIER,https://www.beatstats.com/images/artist/large/360370.jpg?version=33313,https://www.instagram.com/francis_mercier,"['INSOMNIAC RECORDS', 'ULTRA', 'RADIO BEMBA', 'HIGHER GROUND', 'UNIVERSAL MUSIC DIVISION....', 'SWEDISH HOUSE MAFIA', 'DEEP ROOT TRIBE', 'HELIX RECORDS', 'KEYQAAD/SIRE RECORDS', 'DISPOSABLE', '96 MUSIQUE', 'WIRED', 'MUSICAL FREEDOM', 'UNIVERSAL MUSIC DIVISION....', 'DEEP ROOT UNDERGROUND']"
DEEPER PURPOSE,https://www.beatstats.com/images/artist/large/382788.jpg?version=47544,https://www.instagram.com/deeper_purpose,"['IN 2 DEEP', 'TOOLROOM', 'CATCH & RELEASE', 'DFTD']"
CEDRIC GERVAIS,https://www.beatstats.com/images/artist/large/7497.jpg?version=33282,https://www.instagram.com/cedric_gervais,"['DELECTA RECORDS', ""SPINNIN' RECORDS"", 'YOSHITOSHI RECORDINGS', 'SPINNIN COMPILATIONS']"
WALKER & ROYCE,https://www.beatstats.com/images/artist/large/221721.jpg?version=45717,https://www.instagram.com/walker_&_royce,"[""RULES DON'T APPLY"", 'DIRTYBIRD', 'BLACK BOOK RECORDS', 'ULTRA', 'MIND OF A GENIUS RECORDS']"
FORMAT:B,https://www.beatstats.com/images/artist/large/17248.jpg?version=56192,https://www.instagram.com/format:b,['TOOLROOM']
HIDDEN EMPIRE,https://www.beatstats.com/images/artist/large/501545.jpg?version=12220,https://www.instagram.com/hidden_empire,"['STIL VOR TALENT', 'SIONA RECORDS', 'BLACK ROSE RECORDINGS']"
DJ DAN,https://www.beatstats.com/images/artist/large/5416.jpg?version=61970,https://www.instagram.com/dj_dan,"['INSTEREO RECORDINGS', 'SPACEDISCO RECORDS']"
BLACK COFFEE,https://www.beatstats.com/images/artist/large/65597.jpg?version=43774,https://www.instagram.com/black_coffee,"['KEINEMUSIK', 'M-SOL RECORDS', 'DEEP ROOT TRIBE', 'EMBASSY ONE', 'CROSSTOWN REBELS']"
AXWELL /\ INGROSSO,https://www.beatstats.com/images/artist/large/446568.jpg?version=32706,https://www.instagram.com/axwell_/\_ingrosso,"['VIRGIN EMI', 'REFUNE MUSIC', 'AXTONE RECORDS', 'ASTRALWERKS (US1A)', 'UNIVERSAL MUSIC']"
COYU,https://www.beatstats.com/images/artist/large/97152.jpg?version=20625,https://www.instagram.com/coyu,"['SUARA', 'FRENZY RECORDINGS', 'DEFECTED', 'ARKHAM AUDIO']"
KYLE WATSON,https://www.beatstats.com/images/artist/large/39303.jpg?version=39926,https://www.instagram.com/kyle_watson,"['NO CONTEXT RECORDS', 'EMPIRE DISTRIBUTION/REPU....', 'DFTD', 'BOX OF CATS', 'DVINE SOUNDS', 'FUNKSHWAY']"
KONSTANTIN SIBOLD,https://www.beatstats.com/images/artist/large/137501.jpg?version=23250,https://www.instagram.com/konstantin_sibold,"['AFTERLIFE RECORDS', 'DRUMCODE', 'TOMORROWLAND MUSIC']"
ANDREA OLIVA,https://www.beatstats.com/images/artist/large/35348.jpg?version=48622,https://www.instagram.com/andrea_oliva,"['UNRELEASED RECORDS', 'VINTAGE CULTURE', 'ALL I NEED', 'DISCONNECTED']"
SICK INDIVIDUALS,https://www.beatstats.com/images/artist/large/146782.jpg?version=56347,https://www.instagram.com/sick_individuals,"['ONE SEVEN MUSIC', 'REVEALED RECORDINGS', 'SOAVE', 'PROTOCOL RECORDINGS', 'NEWMADE MUSIC']"
MIHALIS SAFRAS,https://www.beatstats.com/images/artist/large/33398.jpg?version=7132,https://www.instagram.com/mihalis_safras,['ADESSO MUSIC']
ANDREW MELLER,https://www.beatstats.com/images/artist/large/387478.jpg?version=36911,https://www.instagram.com/andrew_meller,"['DIYNAMIC', 'STEREO PRODUCTIONS', 'RITUAL']"
QUBIKO,https://www.beatstats.com/images/artist/large/209993.jpg?version=22638,https://www.instagram.com/qubiko,"['HOUSEU', '8BIT', 'MOTIVE RECORDS', 'QUDE', ""PAUL'S BOUTIQUE"", 'HOUSEU TUNES', 'THERE WAS JACK', 'GROOVE CULTURE', 'URBANA RECORDINGS']"
VICETONE,https://www.beatstats.com/images/artist/large/303253.jpg?version=24518,https://www.instagram.com/vicetone,"[""SPINNIN' RECORDS"", 'PROTOCOL RECORDINGS', 'ULTRA', 'MONSTERCAT', 'SPRS', 'ARMADA TRICE', 'DIM MAK RECORDS', 'REVEALED RECORDINGS', 'POLYDOR ASSOCIATED LABEL....', 'DOORN RECORDS', 'COLUMBIA (SONY)', 'ASTRALWERKS (ASW)', 'VICETONE RECORDS', 'BIG & DIRTY (BE YOURSELF....']"
THOMAS NEWSON,https://www.beatstats.com/images/artist/large/262259.jpg?version=10517,https://www.instagram.com/thomas_newson,"['SINK OR SWIM', 'TOOLROOM TRAX', 'KITTBALL', 'MUSE', 'BLACK BOOK RECORDS', ""SPINNIN' DEEP""]"
FRANKEY & SANDRINO,https://www.beatstats.com/images/artist/large/262668.jpg?version=7703,https://www.instagram.com/frankey_&_sandrino,"['INNERVISIONS', 'HABITAT RECORDS', 'SUM OVER HISTORIES', 'NATURA VIVA']"
LOW STEPPA,https://www.beatstats.com/images/artist/large/327720.jpg?version=35337,https://www.instagram.com/low_steppa,"['TOOLROOM', 'SPACEDISCO RECORDS', 'DEFECTED', 'ALLEANZA', 'BINGO BASS', 'SIMMA BLACK', 'ARMADA SUBJEKT', 'ARMADA MUSIC ALBUMS', 'MOTIVE RECORDS', 'ARMADA MUSIC', 'DFTD']"
TOMMY TRASH,https://www.beatstats.com/images/artist/large/30945.jpg?version=57643,https://www.instagram.com/tommy_trash,"['HAU5TRAP', 'REFUNE MUSIC']"
DENIZ KOYU,https://www.beatstats.com/images/artist/large/30509.jpg?version=13660,https://www.instagram.com/deniz_koyu,"['PROTOCOL RECORDINGS', 'MUSICAL FREEDOM']"
JIMI JULES,https://www.beatstats.com/images/artist/large/300455.jpg?version=24548,https://www.instagram.com/jimi_jules,"['INNERVISIONS', 'ROSE AVENUE', 'DEFECTED', 'LIFE AND DEATH']"
TITA LAU,https://www.beatstats.com/images/artist/large/398524.jpg?version=51187,https://www.instagram.com/tita_lau,"['STEREOHYPE', 'SOLOTOKO', 'UNIVERSAL-ISLAND RECORDS....', 'ARMADA MUSIC']"
TRADELOVE,https://www.beatstats.com/images/artist/large/209505.jpg?version=6718,https://www.instagram.com/tradelove,"['LOUDBIT', 'TIGER RECORDS', 'LOVENEST RECORDS', 'MOLTO RECORDINGS']"
JAY HARDWAY,https://www.beatstats.com/images/artist/large/321743.jpg?version=54741,https://www.instagram.com/jay_hardway,"['FUNK YOU MUSIK', 'FUTURE HOUSE MUSIC', 'CLUBWRK', 'HYSTERIA']"
HARD ROCK SOFA,https://www.beatstats.com/images/artist/large/13393.jpg?version=39788,https://www.instagram.com/hard_rock_sofa,"['AXTONE RECORDS', ""SPINNIN' RECORDS"", 'WHAT A MUSIC', 'SHOWLAND', 'FLY EYE RECORDS', 'SIZE RECORDS', 'PROTOCOL RECORDINGS', 'REFUNE MUSIC', 'WALL RECORDINGS', 'AFTR:HRS', 'EGO', 'ARVA']"
ANTONIO GIACCA,https://www.beatstats.com/images/artist/large/112366.jpg?version=51754,https://www.instagram.com/antonio_giacca,"['ENORMOUS TUNES', 'BIG BEAT RECORDS', 'SPRS', 'PINKSTAR RECORDS', ""SPINNIN' REMIXES"", 'TOOLROOM', 'BIG & DIRTY (BE YOURSELF....', 'S2 RECORDS', 'CR2 RECORDS', 'ZEROTHREE']"
MICHAEL CALFAN,https://www.beatstats.com/images/artist/large/63229.jpg?version=58257,https://www.instagram.com/michael_calfan,"[""SPINNIN' RECORDS"", ""SPINNIN' REMIXES"", 'SMASH THE HOUSE (BACK CA....', 'AXTONE RECORDS', 'ONE MORE TUNE (OMT)', 'ATLANTIC RECORDS', 'PROTOCOL RECORDINGS', 'MAD DECENT / BECAUSE MUS....', 'FLAMINGO RECORDINGS', 'VIRGIN EMI', 'WHAT A MUSIC', ""SPINNIN' DEEP"", 'MUSICAL FREEDOM', 'POTION', 'POLYDOR RECORDS', 'PARLOPHONE UK']"
CHARLES J,https://www.beatstats.com/images/artist/large/45229.jpg?version=55561,https://www.instagram.com/charles_j,"['PORNOSTAR RECORDS', 'VICIOUS', 'SPRS', 'YELLOW PRODUCTIONS']"
TIGA,https://www.beatstats.com/images/artist/large/2782.jpg?version=26448,https://www.instagram.com/tiga,"['TURBO RECORDINGS', 'DRUMCODE', 'INSOMNIAC RECORDS', 'FILTH ON ACID', 'LOVE MINUS COMMUNICATION', 'DIFFERENT']"
FEDERICO SCAVO,https://www.beatstats.com/images/artist/large/29623.jpg?version=59684,https://www.instagram.com/federico_scavo,"['AREA 94', 'BONANZA RECORDS']"
D.O.D,https://www.beatstats.com/images/artist/large/200390.jpg?version=27043,https://www.instagram.com/d.o.d,"['SOLOTOKO', 'ARMADA MUSIC', 'WUGD / POLYDOR RECORDS', 'POLYDOR RECORDS', 'ASTRALWERKS', 'AXTONE RECORDS', 'COLUMBIA (SONY)', 'ROBOTS & HUMANS/COLUMBIA']"
DOORLY,https://www.beatstats.com/images/artist/large/110380.jpg?version=60795,https://www.instagram.com/doorly,['REPTILE DYSFUNCTION']
MAJESTIC,https://www.beatstats.com/images/artist/large/11550.jpg?version=15513,https://www.instagram.com/majestic,"['NITRON MUSIC', 'COLUMBIA (SONY)', 'DEFECTED', 'MUSICAL FREEDOM', '3BEAT']"
EDDY M,https://www.beatstats.com/images/artist/large/250145.jpg?version=37102,https://www.instagram.com/eddy_m,"['EMREC', 'MUSE']"
AXWELL,https://www.beatstats.com/images/artist/large/5804.jpg?version=41297,https://www.instagram.com/axwell,"['AXTONE RECORDS', 'SWEDISH HOUSE MAFIA']"
TWOLOUD,https://www.beatstats.com/images/artist/large/361919.jpg?version=25832,https://www.instagram.com/twoloud,"['PLAYBOX', 'REVEALED RECORDINGS', 'MUSICAL FREEDOM', 'MAINSTAGE MUSIC', 'SIZE RECORDS', 'BIG BEAT RECORDS', 'FLY EYE RECORDS', 'DOORN RECORDS', 'MIXMASH RECORDS', ""SPINNIN' RECORDS"", 'WALL RECORDINGS', 'SMASH THE HOUSE', 'SPRS', 'KONTOR RECORDS', 'BIG & DIRTY (BE YOURSELF....']"
JUDE & FRANK,https://www.beatstats.com/images/artist/large/547620.jpg?version=44785,https://www.instagram.com/jude_&_frank,"['GLASGOW UNDERGROUND', 'HELIX RECORDS', 'CLUB SWEAT', 'CR2 RECORDS', 'NERVOUS RECORDS']"
CATZ 'N DOGZ,https://www.beatstats.com/images/artist/large/50471.jpg?version=64751,https://www.instagram.com/catz_'n_dogz,"['DIYNAMIC', 'PETS RECORDINGS', 'DFTD', 'DEFECTED', 'NOTHING ELSE MATTERS']"
RAFFA GUIDO,https://www.beatstats.com/images/artist/large/1173599.jpg?version=58938,https://www.instagram.com/raffa_guido,"['THREE SIX ZERO', 'MOBLACK RECORDS']"
ANTDOT,https://www.beatstats.com/images/artist/large/540944.jpg?version=25088,https://www.instagram.com/antdot,"['DAWN PATROL RECORDS', 'BRASLIVE RECORDS', 'PLS&TY', 'CERCLE RECORDS', 'UNIVERSAL MUSIC LTDA.', 'ZATAR MUSIC', 'RADIANT.', 'LE YORA', 'TRANSENSATIONS RECORDS']"
PIERO PIRUPA,https://www.beatstats.com/images/artist/large/42511.jpg?version=485,https://www.instagram.com/piero_pirupa,"['HOUSE OF HOUSE RECORDS', ""SPINNIN' DEEP"", 'THE MYTH OF NYX', 'GOLDEN RECORDINGS', 'NONSTOP', 'MUSICAL FREEDOM', 'DEFECTED', 'HELIX RECORDS', 'CR2 RECORDS', 'SINK OR SWIM']"
TRIGGA,https://www.beatstats.com/images/artist/large/47055.jpg?version=58938,https://www.instagram.com/trigga,"['EMI', 'UNIVERSAL-ISLAND RECORDS....']"
LAIDBACK LUKE,https://www.beatstats.com/images/artist/large/13003.jpg?version=61141,https://www.instagram.com/laidback_luke,"['MIXMASH RECORDS', 'BLACK BOOK RECORDS', 'DIM MAK RECORDS', 'FUTURE HOUSE MUSIC']"
SAM PAGANINI,https://www.beatstats.com/images/artist/large/8637.jpg?version=47241,https://www.instagram.com/sam_paganini,"['JAM', 'DRUMCODE']"
DENNIS FERRER,https://www.beatstats.com/images/artist/large/2851.jpg?version=64191,https://www.instagram.com/dennis_ferrer,"['WARNER MUSIC AFRICA', 'KING STREET CLASSICS', 'KING STREET SOUNDS', 'CROSSTOWN REBELS', 'KRAFTMATIC RECORDS', 'DEFECTED']"
LF SYSTEM,https://www.beatstats.com/images/artist/large/864505.jpg?version=23892,https://www.instagram.com/lf_system,"['WARNER RECORDS', 'MINISTRY OF SOUND RECORD....', 'INSOMNIAC RECORDS']"
TRACE (UZ),https://www.beatstats.com/images/artist/large/957756.jpg?version=55187,https://www.instagram.com/trace_(uz),"['NERVOUS RECORDS', 'CATCH & RELEASE', 'HELLBENT RECORDS', 'HOTFINGERS', 'HOT CREATIONS', 'NOTHING ELSE MATTERS', 'DEEPERFECT', 'REPOPULATE MARS', 'SOLOTOKO', 'NORTH OF NEPTUNE', 'THRIVE MUSIC']"
DARIO D'ATTIS,https://www.beatstats.com/images/artist/large/51220.jpg?version=19165,https://www.instagram.com/dario_d'attis,"['4 TO THE FLOOR RECORDS', 'HIVE AUDIO', 'PURPLE']"
PRYDA,https://www.beatstats.com/images/artist/large/10554.jpg?version=56588,https://www.instagram.com/pryda,"['VIRGIN', 'PRYDA RECORDINGS', 'PRYDA RECORDINGS']"
